Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
77,3,1,2,0,1, u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyno bs must b gt30chance
78,3,0,3,0,1, kudabrazyy tcoluubgl9y5u 0 rings 0 mvps 0 bitches lol
79,3,1,2,0,1, ppl talk bad about the ghettohood  but as a kid growing up a nigga had funnnnnnn 
80,9,0,7,2,1, the facts on tattoostattoo tcozwnbhpdz8e hes a pussy with not tattooing them nipples
81,3,0,3,0,1, 128175128175128175ayden bitches be wanting to act like niggas so bad 128553128553128553 that shit aint cuteeeee but niggas act like bitches
82,3,0,3,0,1, get worshiping bitch tcor37cejcjou woof woof
83,3,1,2,0,1, wow im lost are those buttcheek piercings tcoyn6guyouq6 yeah shes a hoe
84,3,0,3,0,1, ok sis shed rather be a broke bitch shrugs shell have to tell me how it works for her
85,3,2,1,0,0,   queer gaywad
87,3,0,3,0,1,  faggot read my tweets after dat k it wasnt even funny lol
88,3,0,3,0,1, this bitch was so ungrateful tco06e77bgwbx fr  lulwhore
89,3,0,3,0,1, i been kidnapped yo bitch
90,3,3,0,0,0,baby24 thunduh alsarabsss hes a beaner smh you can tell hes a mexican
91,3,1,2,0,1,  happy birthday nigs thanks yo
92,6,1,5,0,1, when ur teacher tells u that u have homework tcorkk5vawij1 this bitch need to go
93,3,1,2,0,1,   that nigga was eating that hoe lol hell yea lol john paul nigga said john paul tcoosipbkpr9h
94,3,0,3,0,1, what would yall lil ugly bald headed bitches do if they stop making makeup amp weave
95,3,1,2,0,1, leafs better win this damn game so i can go riot and shit earlychristmas you better start looting my nig
96,3,0,3,0,1, going back to school sucks more dick than the hoes who attend it
97,3,0,3,0,1, on my way to fuck yo bitch tcoj906t5ze2r me as a 9 year old
98,3,0,3,0,1, thunduh how come you never bring me food i dont have a car retard
99,3,0,3,0,1, if richnow doesnt show up with hella tinder hoes im not his friend anymore chill i brought like like 8 prople
100,3,1,2,0,1, how bout them cowboys shutup pussy
101,3,0,3,0,1, lmaooooooooooo this nigga nuhcare tcoaanpsujmyi ltbitch want likes for some depressing shitfoh
102,3,0,3,0,1,cee aerii girl you know i was spitting that g shit to you amp you was going lbvsbitch plz
103,3,0,3,0,1,cee let me make a couple tweets off cuzzo page so i wont get in twitter jaillmao bitch dont trick me again
104,3,0,2,1,1, harlem shake is just an excuse to go full retard for 30 seconds
105,3,0,3,0,1, amen miley 128591 tcop2kb2tfyxrokay but she dont need to act like a hoe just bc shes emotionally damaged foh
106,3,0,3,0,1, having one loyal female is wayyyyy better than having hoes  idc 128175
107,3,0,3,0,1, pussy licking pussy meow meow stopwhitepeople2014 128049 tcokeegdcjs5k8221128533
108,3,0,3,0,1,holloway check out our 12th man cowboysnation even with all those faggot ny fans in the stands
109,3,0,3,0,1, what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
110,3,0,3,0,1, thunduh im the bitch okay nudes pat 128554128527128056 wow
111,3,3,0,0,0,  youre fucking gay blacklisted hoe holding out for tehgodclan anyway tcoxuccwoetmn
112,3,0,3,0,1, the fuck be wrong with these bitches nobody knows
113,3,0,3,0,1, yall shut upp make me bitch
114,3,1,2,0,1, i hate a im pregnant type of bitch
115,3,0,3,0,1,q got bitches in the dm but i dont ever readem which is y your top 3
116,3,0,0,3,2, baseball season for the win yankees this is where the love started
117,3,0,3,0,1, little stupid as bitch i dont fuck with yoooooouuuu
118,3,0,3,0,1, she really asked me that dead ass serious tho all i could say was bitch wheet lol
119,3,0,0,3,2, im an early bird and im a night owl so im wise and have worms
120,3,0,1,2,2, overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day
121,3,0,0,3,2,grillo1 pit bulls photographed as lovely fairy tale creatures tcoq0sm89oolh8221they are fairy tale creatures
122,3,0,3,0,1,ghost bravo aw fag dont tweet aw to me lol
123,3,0,0,3,2, as long as the lakers trash from now on i could careless and thats real cc  hahaha
124,3,0,3,0,1,  i didnt say anything tho kiss me then faggot
125,3,0,0,3,2, this the i play soccer cheat on girls and wear khaki coloured cargos haircut tcozuai7qwbir 128514 yup
126,3,0,3,0,1, i could go for a fat ass bitch on my lap same
127,3,0,3,0,1, 17 missed calls 128544128545das yo po bitch twitter finna be screamn freemoneymelle
128,6,0,6,0,1,al ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao 128514128514128514128514
129,3,0,3,0,1, 8220 3  amo los pies tco4qe1hdkk8i8221 fuck yeah
130,3,0,3,0,1, these hoes be thinking meat wont slap they ass 128564128075 ainna bruh
131,3,0,3,0,1, yall bitches wit no edges be doing the most talking 1285531285649995128514128514128514
132,3,0,3,0,1, yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit
133,3,0,3,0,1, i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck
134,6,0,6,0,1,jones94 if she kiss u with her eyes open watch that bitchlmfao
135,3,0,3,0,1, you a woulda coulda shoulda ass hoe 128563128586
136,3,0,3,0,1,ltf happy bday bitch ass nigga  that bitch roll up
137,3,0,3,0,1,   used to send that bitch up
138,6,0,6,0,1, ugly bitches be like im my own wcw duh bitch you aint nobody elses128514128514
139,3,1,2,0,1, bravo nigga you know we hacky sack hoes nah i throw no look passes lmao
141,3,1,2,0,1, glad im getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
142,3,0,1,2,2, this isnt ghettoits smart tcompazq3jswf im doing this idc
143,3,0,2,1,1, i would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place
144,3,0,3,0,1, being single isnt an excuse to be a hoe luu
145,3,1,2,0,1, white boy power bitch black power bitch
146,3,0,3,0,1,11 lets get drunk get blowed spit shit spark blunts amp fuck hoes bro white dudes have no chill
147,3,0,3,0,1, abrupt bitch where u been around the world and back where you been
148,3,0,3,0,1,  if i dont get my dick sucked at yo party by a bad bitch im fr gone set it off 128514128514128514128514 by  
149,3,0,2,1,1, oomf is soooo cute but he probably has hoes on him a lot
150,3,0,3,0,1, in every cartoon theirs alway a nuffsaid15 saving these hoes lmao tco9ukd8wtz6x lmao damn captain saveahoe
151,3,0,1,2,2, who wants to get there nose in these bad bois then scally chav sockfetish stinking tcofeqxgn0w6i hot sox and legs
152,3,0,3,0,1, i wish i was a bitch like my brother keezy 128530 ooooow i bet you do
153,6,0,6,0,1, if you dressed up as a cat for halloween you are basic or a pussy
154,4,0,4,0,1, can pornhub just get a gaming stream feature so these dumb bitches can gtfo  get on it katielt3
155,3,0,3,0,1, stop being scared to choke her during sex u bitch ass niggas she8217ll like it says the guy who hits women out of bed foh
156,3,0,3,0,1, thunduh ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig
157,6,0,6,0,1,  oh man its 5 am you off a molly ho where the fuck ya seed at fixed
158,3,0,3,0,1, youre not a man if you refer to every girl as a bitch
159,3,0,3,0,1, lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga
160,3,0,1,2,2, peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash
161,3,0,2,1,1,  io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
162,3,0,3,0,1,  naw its my old tape new cover  my upcoming mixtape is kingofthehill yeah im waiting on that hoe mayne
163,3,0,3,0,1, ol dirty foot ass bitches this was too funny to me
164,3,0,3,0,1,shawn6 thunduh thats where i get my yellow flags for being amazing 128079128524 hell yeah niggy
165,3,0,3,0,1, dont got time for bitches to be actin iffy
166,3,0,0,3,2, ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
167,3,0,2,1,1, these hoes aint loyal  no they aint tcoh1ubsvbkglsmfh amp wonder why nobody decent wants them
168,3,0,3,0,1, bruh you studs keep thinking im soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe
169,3,0,3,0,1, dry pussy bitches always blame it on the condom128514128079128514128079128514
170,3,0,3,0,1, shut yo bitch ass up tcoiemn1u0gm5 128557128514
171,3,0,3,0,1, gucci mane in jail and dropping mixtapes every month and you hoes cant even text back
172,3,0,3,0,1, you love these hoes more then money wats wrong these niggas
173,6,0,6,0,1, a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol
174,3,0,3,0,1, easy cum easy hoe thats a fact 
175,3,0,3,0,1, charlie sheen is too real tcogggdk3kov7 major fucking respect for charlie sheen
176,3,0,3,0,1, wish i had a bae 128533you got all the hoes tho
177,3,0,3,0,1,mike12 fuck twerking bitch can you cook 
178,3,0,3,0,1,  bitch wtf tcodasmycxodb
179,3,1,2,0,1,thegreat 8220 thegreat shut up zoe fight me pussy8221 for zoe im good man you are good maam move along now
180,3,0,3,0,1, lmao fucking snake bitches  em
181,3,0,3,0,1,aizah big booty hoes everywhere sheesh 128525 damn 127807128064127807
182,3,0,0,3,2, stay tuned to  for an update on the report that  1b  will be out 810 weeks  bum
183,3,0,0,3,2,rad 8220 i play soccer cheat on girls and wear khaki coloured cargos haircut tcotycihd6pkw8221 yes lmfao04
184,3,0,3,0,1, oregon chokes every year get off the field trash ass program rft
185,3,0,3,0,1, def not cowboy lol terrell owens was the best eagle amp cowboy ever dude cried like a bitch on tv over romo
186,3,3,0,0,0, lmfaoooo i hate black people tcornvd2nlcdr this is why theres black people and niggers
187,3,0,3,0,1,   how could u do this to me bitch potent
188,3,0,1,2,2, tco3jk4kr44x3 a pissed lad past out i would lick his dirty soles while he slept
189,3,0,1,2,2, tcoprrskknqrv love frat boy w soft long soles
190,3,0,1,2,2, tcoxpsc3makgj sexy lad with hot soles and arches
191,3,0,3,0,1, thunduh nah fam i gotta cheat with the hoes depends on the female i feel
192,3,0,0,3,2,nojas vontethekidd 128079128079128079128079128588 i got hicks lol
193,3,1,2,0,1, this new twitter is confusing the shit out of me go back to south america bitch
194,3,0,3,0,1,x3 toto means ass or vaginai think pussy cause toto santi is like nasty pussy
195,3,0,3,0,1, but what if he actually does choose the ugly bitch over you 58381her ass must be fat
196,3,0,3,0,1, bitch couldnt kill my vibe if ya tried 127752127752127752 dis why i love miley 
197,3,0,3,0,1, im tired of bitches saying i look mean 128530 nigga you big af wear tight shirts and grim everybody
198,6,0,0,6,2, 10 birds your grandkids may never see thanks to climate change tcoxqmxhkaswt tcorbitegrnhm climate
199,3,0,3,0,1, stay beautiful you bitch
200,3,0,3,0,1, wutkindar purple ceeeleeeman this gurl was jus playin on the stupid hoe  track but in still shitted on sum gurls
201,3,0,3,0,1, money getting taller and bitches getting blurry
202,3,1,2,0,1, i aint never seen a bitch so obsessed with they nigga128514 im obsessed with mine 128529
203,3,0,2,1,1,ted33 kobe stay talking trash but lets not forget tcovh4tnekvtp austin12 i meant to do this one smh
204,3,2,1,0,0, at least im not a nigger tcorgja7cfoitlmfao
205,3,0,3,0,1,fakingg people always asking me what im mixed with she a bad asian bitch lol
206,3,2,1,0,0, whiteponyjr ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo
207,3,0,1,2,2,itaintso 8220 fosters home for imaginary trash8221 whoa chillthat show was everything tf
208,6,0,5,1,1, i am lowkey tired if you tired be quiet and go to sleep hoe
209,3,0,3,0,1, 8220 stop bringing weird niggers into my mentions 8221 tcocussdjesrk
210,3,0,3,0,1,brat we dont love these hoes 128080128581
211,3,0,3,0,1, if yo girl cant have homeboys you a ol weak bitch ass nigga
212,3,0,3,0,1, palomino52 i think worst advice i gave you was  dont be a pussy and speed up lol
213,3,0,3,0,1, quote this tweet with your favorite animalpussy
214,3,0,3,0,1,success i hate when strippers tell you theyre dancers hoe ballet dancers dont pop their pussy to beethoven you a stripper
215,3,0,3,0,1, andrewbryant poff has double vision after 2 beerspoff  double pussy 128526 smh
216,3,0,3,0,1, when bitches twerk on the computerme in ya 128089 in ya damn 128089825265039
217,3,0,3,0,1, 8220 8220  prince this is art tcoephrwxmbhr8221 nobody takin his bitch
218,3,0,1,2,2, 61 of welfaregovernment aid is claimed by white people so yall black slander is trash now
219,3,0,3,0,1, these bitches dont care they just play that role
220,6,0,6,0,1,kaaat it took a while for you to find me but i was hiding in the lime tree dis bitch in da wrong tree bro
221,6,3,2,1,0, drakes new shoes that will be released by nikejordan yes theres glitter on the shoes tcoqctplxhexm dudes a fag
222,3,0,1,2,2,  inna di ghetto you alone lmaoo
223,3,0,1,2,2, 8220   hoes austin8221 teach us austini teach u how to get curved thats all i know
224,3,1,2,0,1, bitches cant cook but know how to suck dick  so to the ones that can do both
225,3,0,3,0,1, fat hoes get chose lol
226,3,0,3,0,1, hoesaintloyal well theyre hoesno one expects them to be loyal
227,3,0,3,0,1, scrooge nevertrustt ol bitch ass tcoamcoiny0wg
228,3,1,2,0,1, bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
229,3,0,3,0,1, just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
230,3,0,3,0,1,  holy shit freddie highmore was in charlie and the chocolate factoryme rolls on the floor laughing
231,3,1,2,0,1, i dont want to have sex with my gf because i feel like im using her  anonymous whata faggot
232,3,0,3,0,1,  one of your followers with this 128525128553 tcof1tjl9xnct  somebody bitch if you dont
233,3,0,3,0,1,jenkins if ya bitch always bitching clearly she care or just an annoying bitch
234,3,0,3,0,1, these catfish hoes thinkin they slick but niggas catching on 128524
235,3,0,3,0,1, cant worry about a bitch that aint worried bout me real
236,3,0,3,0,1, side hoes are for insecure niggas that cant handle a real one
237,3,0,3,0,1,stokes 128514128514128514128514rt 4 lmao this bitch come scooting in the tent like she about to fuck some shit up 128557128557128557
238,3,0,3,0,1,stokes my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers 128514
239,3,0,3,0,1,probz im hungry but ionn wanna spend my money on food128530broke hoe problems 128514128514128514128128
240,6,0,6,0,1, dese hoes be lyin to all of us nigga
241,3,0,3,0,1, tco4b427dqzcv oh yeah fuck that bitch
242,3,0,1,2,2, eli manning just threw his nflleading 27th interception of the season lmao trash
243,3,0,1,2,2, usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team 187 tcojoosdsubir hes a bitch
244,3,0,3,0,1, guess what i also have zero time for your mansplaining adios stfu pussy
245,3,0,1,2,2, chilling 1280698482 tcomik3ipnle6 sexy scally lad
246,3,0,3,0,1, i aint sharing no bitch if you mines you mines 128175
247,3,0,3,0,1, money only impress the simple broke bitches
248,3,0,2,1,1, pisces will never be anybodys bitch they dont let people control or change them rigghhht
250,3,0,1,2,2,jonez   tuku ho idk blah blah blah 128514128514128514
251,3,0,1,2,2,jonez   im not mad cuh hahaha suure tuku ho ita 128514128514
252,3,0,3,0,1, these hoes is crazy
253,3,0,3,0,1,babee you aint ever gonna be a slice bitch kevin hart 
254,3,0,3,0,1, oomf so fuckin fine tho 128553 dam  her dont be no bitch
255,3,1,2,0,1, i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags
256,3,0,3,0,1, newsatquestionsyeah bitch yeah bitch call me a maybeb steveoc laterd jesse pinkman
257,3,0,3,0,1, hickies in between her thighs right by her pussy gtgtgt its only right
258,3,0,3,0,1,luu would you still love me when im no longer young and beautiful no ugly monkey ass
259,3,1,2,0,1,   yall come through the frontbitch i aint coming
260,3,1,2,0,1,  faggot bitch tco2hyyabk4eh
261,3,0,3,0,1,realistsam  yea im on my ipad i dont work this friday lets ball this faggot up  work 25
262,3,0,1,2,2, tcobyj1hoyhmg this scally lad would get it
263,3,2,1,0,0, gerryshalloweenparty tco3ycrsrnjhc halloween was yesterday stupid nigger
264,3,0,2,1,1, chrus still supahot tho walks up to teacher with test drops test in that bitch fohead tconb5vgdssgi
265,3,0,3,0,1, 8220 i love eating pussy lol i never get full lol8221 i can eat that shit forever lol and ever
266,3,0,3,0,1,gfg 8220 gfg 8220 no slushes 1285498221hoes nasty anyway fam1285648221them hoes taste like meds127815127815127868
267,3,0,2,1,1,gfg 8220 no slushes 1285498221hoes nasty anyway fam128564
268,3,1,2,0,1,gfg bobby bitchby  be getting me live as fuck hell yea i play that hoe before my workout
269,3,0,3,0,1, yo bitch is gucci mane  my bitch a stoner 128175128175 tcolt9lijjpg9128514128514128514128514128514128514
270,3,0,3,0,1, i can ride your bitch with no handle bars
271,3,0,3,0,1, and if you aint a hoe get up out my traphoussseeeee
272,3,0,0,3,2, 15 sad tv character deaths were still bitter over tcoulclfuf8nc tco1rxyqoosm0ned stark was the man
273,3,0,3,0,1,jack these harbor bitches are all party bus hoes lol all
274,3,0,3,0,1,  pussy love it
275,3,0,3,0,1, ultraviolence video its coming you little bitch mtvhottest lana del rey tco533flbvwqh bitchy promo
276,3,0,3,0,1, on my way to fuck your bitch tco4lmtfnl2iylmfao kittycopter
277,3,0,0,3,2, a smuggler explains how he helped fighters along the jihadi highway tcoux4anxeawd
278,3,0,3,0,1,  aww their avis look so cute together 128145 tco9lporcb8w0 128128128128128128 do i gotta get ike avi on this bitch 
279,3,0,3,0,1, drc its simple dont be a hoedont worry about being exposed 128540 fight mewhy 
280,3,0,3,0,1, whys this bitch boosting herself tcouod2f5wtkvher size isnt exactly the most healthy tho
281,3,0,3,0,1, 1nonlykeisha bet not be no bitches 128514128080128299128299128298 128514128514 kim bye
283,3,0,3,0,1,xpdotjdot damn near gotta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco
284,3,0,3,0,1, im making marack my girlfriend   aye b you pullin hoes just like o taught you
285,3,1,2,0,1,angiee bruno fag boy you love me
286,3,0,3,0,1,von 8220drc i must be a bitch8221 you are 128514128514128514 sike naw this why we always beefing 128514
287,3,0,0,3,2, down 61 yankees look to rally in the bottom of the 9th rallycap
288,3,0,3,0,1, 8220 dont take advantage of a nice person8221 hoes everyjuan
289,3,1,2,0,1, happy birthday bitch nigga  thanks pal
290,3,0,3,0,1, sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday
291,3,0,3,0,1, a1 cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
292,3,0,3,0,1,  ewww i said that last sundayas in the last sunday i was there read it again nigs128563128563128563128563128563
293,4,1,3,0,1,badabing i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake
294,3,0,3,0,1,beedontcare my pussy still fresh lt something stank girls say
295,4,0,4,0,1,geewillikers ass slapping is one the greatest things haha 128527 i slapped a girl on the ass  she got mad i aint get pussy for a week
296,3,0,3,0,1,tommycollins   yeah texans are so much better you fucking retard i see that youre mad about this
297,3,1,2,0,1,malibubarbie nd wtf is up with dark bitches with blonde please have several seats hoe looking like blackampmilds out here
298,4,0,4,0,1,sugga theres a lane some bitches need to stay in 128526 the left n get right the fuck outta our face 128557128129128536
299,3,0,3,0,1,sneakyb i hate when boys deny that they have bitches 128080128553 smh
300,3,1,2,0,1,taradise ya nigs out there still saying yall dont eat butt with a straight face
301,3,0,3,0,1,yourewelcome im a boss ass bitch that needs to sit in a corner
302,3,0,3,0,1,iwantfranny hes a hoe  i cant
304,3,0,3,0,1,prettyflvck0 me and paul thinkin bout gettin rentals for da weekend 128665128168128168oooh shit bitches betta stay out da streets
305,6,0,6,0,1,rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story 128564
306,3,1,2,0,1,simplycaitlin why do my friends hate me because you a ratchet hoe
307,3,1,2,0,1, no love for these fuck niggas hoes
308,3,0,3,0,1, hot meat tcobrz8imk5vk sexy as fuck scally lad i would love to meet him and his trainers
309,3,0,3,0,1, sniff tcofhhbbrmybn perved up scally lad fuck yeah
310,3,0,3,0,1,p13 these bitches love sosa
311,4,0,3,1,1, 8220thunduh i legit watched it for about 30 or 40 seconds 1285298221so did i wtf prob cause were retarded smh
312,3,0,3,0,1, what should i name my cat ideas mr pussy
313,3,0,2,1,1, tcotm28mh5xg2 woof woof sexy thug boy scally
314,3,0,3,0,1, 1nonlykeisha u see the damn phone ringing 128547128530128542 when you married bitches makes demands you havent called me
315,3,0,3,0,1, tevin is my favorite sophomore i think hes so funny hes really not lmaoo hes a little hoe
316,3,0,3,0,1, 10 sex positions tcont3pabmwsm tcojmhz8sczf0naw this what u call fucking the soul outta bitch 128557
317,3,2,1,0,0,  is bored supposed to be cute you faggot sometimes
318,3,0,0,3,2,ceee one mans trash 128686 is another mans treasure 127942
319,3,0,3,0,1, i dont got no type bad bitches is the only thing i like iongotnotype
320,3,2,1,0,0, thunduh lassen cc  the coach wants me i feel it youll get more my nig no doubt
321,3,0,3,0,1, god teeth  gold chainwhite bitches  cocaine
322,3,1,2,0,1, its me hoe its me hoe128129 shhhhh
323,3,0,3,0,1, in dc we call them rollers in chiraq we call them thots all across america they have been known as a hoe
324,3,0,3,0,1,jenn99 im gonna miss that bitch of a bus driverno you wont dont lie
325,3,0,3,0,1, hate when bitches try and put you in the friendzone bitch im tryin to score put me in the endzone 128293128293128293 on my soul
326,3,0,1,2,2,uk ashley young has tried to deny that bird s landed in his mouth gt tcomlr5ewgonk tcoavchfj7rem hahaha
327,3,0,3,0,1,  yall both gimped up aint tht a bitch huh lol
328,3,0,1,2,2, south take me for a ride 128525128139 tcoh5matjyfgaredneck woof woof
329,3,1,2,0,1,eggleton oh my god i love victoria mitchell all my bitches love me
330,3,0,3,0,1, that long distance shit wack i knew the bitch was cheating uh oh
331,3,0,3,0,1, hes doing it right 128525128120128158 tcojzkkivuvjc no bitches smh
332,3,0,3,0,1, they ban dat pussy for life amp he gotta pay 25 millon dollar fine
333,3,1,2,0,1, roses are red and violets are blue and niggers are black you know thats true 
334,3,0,0,3,2, sitting on my window sill window open bird tries to fly in smacked it protecttheanimals 
335,3,0,3,0,1, but a nigga gon be a nigga be a nigga you sound fuckin retarded
336,3,0,0,3,2, a video an entire media will likely mock tcoxfr1crxwsm i am such a crybaby
337,3,0,3,0,1,imangie   im not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup
338,3,0,3,0,1,gold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 128514128514128514128514
339,3,0,3,0,1, karma is a bitch damn godprotectshisangels 128588sips tea
340,3,0,3,0,1, fuckin hot gym pussy tcozvymcxquta fuck yeah
341,3,0,0,3,2, jihadi patron hajjaj alajmi is arrested at kuwait airport tcozmlokfwdql
